"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1400000US17031080202","Census Tract 802.02; Cook County; Illinois","1930","141",
"1400000US17031080300","Census Tract 803; Cook County; Illinois","2588","207",
"1400000US17031080400","Census Tract 804; Cook County; Illinois","673","140",
"1400000US17031081000","Census Tract 810; Cook County; Illinois","1791","303",
"1400000US17031081100","Census Tract 811; Cook County; Illinois","1933","182",
"1400000US17031081201","Census Tract 812.01; Cook County; Illinois","2448","180",
"1400000US17031081202","Census Tract 812.02; Cook County; Illinois","2726","516",
"1400000US17031081300","Census Tract 813; Cook County; Illinois","1858","83",
"1400000US17031081401","Census Tract 814.01; Cook County; Illinois","2054","248",
"1400000US17031081402","Census Tract 814.02; Cook County; Illinois","2966","495",
"1400000US17031081403","Census Tract 814.03; Cook County; Illinois","2472","190",
"1400000US17031081500","Census Tract 815; Cook County; Illinois","2495","252",
"1400000US17031081600","Census Tract 816; Cook County; Illinois","2742","222",
"1400000US17031081700","Census Tract 817; Cook County; Illinois","2497","187",
"1400000US17031081800","Census Tract 818; Cook County; Illinois","2736","129",
"1400000US17031081900","Census Tract 819; Cook County; Illinois","3355","371",
"1400000US17031090100","Census Tract 901; Cook County; Illinois","1382","575",
"1400000US17031090200","Census Tract 902; Cook County; Illinois","1543","203",
"1400000US17031090300","Census Tract 903; Cook County; Illinois","1313","369",
"1400000US17031100100","Census Tract 1001; Cook County; Illinois","1486","245",
"1400000US17031100200","Census Tract 1002; Cook County; Illinois","1662","167",
"1400000US17031100300","Census Tract 1003; Cook County; Illinois","2115","496",
"1400000US17031100400","Census Tract 1004; Cook County; Illinois","-","**",
"1400000US17031100500","Census Tract 1005; Cook County; Illinois","1577","253",
"1400000US17031100600","Census Tract 1006; Cook County; Illinois","1225","347",
"1400000US17031100700","Census Tract 1007; Cook County; Illinois","-","**",
"1400000US17031110100","Census Tract 1101; Cook County; Illinois","1457","200",
"1400000US17031110200","Census Tract 1102; Cook County; Illinois","1187","124",
"1400000US17031110300","Census Tract 1103; Cook County; Illinois","1642","280",
"1400000US17031110400","Census Tract 1104; Cook County; Illinois","1357","356",
"1400000US17031110501","Census Tract 1105.01; Cook County; Illinois","1555","177",
"1400000US17031110502","Census Tract 1105.02; Cook County; Illinois","1353","134",
"1400000US17031120100","Census Tract 1201; Cook County; Illinois","2250","1371",
"1400000US17031120200","Census Tract 1202; Cook County; Illinois","1408","297",
"1400000US17031120300","Census Tract 1203; Cook County; Illinois","1402","719",
"1400000US17031120400","Census Tract 1204; Cook County; Illinois","1586","425",
"1400000US17031130100","Census Tract 1301; Cook County; Illinois","431","244",
"1400000US17031130200","Census Tract 1302; Cook County; Illinois","1245","926",
"1400000US17031130300","Census Tract 1303; Cook County; Illinois","1367","77",
"1400000US17031140100","Census Tract 1401; Cook County; Illinois","1543","135",
"1400000US17031140200","Census Tract 1402; Cook County; Illinois","1356","355",
"1400000US17031140301","Census Tract 1403.01; Cook County; Illinois","1362","189",
"1400000US17031140302","Census Tract 1403.02; Cook County; Illinois","1264","134",
"1400000US17031140400","Census Tract 1404; Cook County; Illinois","1185","204",
"1400000US17031140500","Census Tract 1405; Cook County; Illinois","1196","124",
"1400000US17031140601","Census Tract 1406.01; Cook County; Illinois","1326","121",
"1400000US17031140602","Census Tract 1406.02; Cook County; Illinois","1614","117",
"1400000US17031140701","Census Tract 1407.01; Cook County; Illinois","1451","210",
"1400000US17031140702","Census Tract 1407.02; Cook County; Illinois","1434","183",
"1400000US17031140800","Census Tract 1408; Cook County; Illinois","1601","407",
"1400000US17031150200","Census Tract 1502; Cook County; Illinois","1337","89",
"1400000US17031150300","Census Tract 1503; Cook County; Illinois","1351","262",
"1400000US17031150401","Census Tract 1504.01; Cook County; Illinois","1415","78",
"1400000US17031150402","Census Tract 1504.02; Cook County; Illinois","1375","113",
"1400000US17031150501","Census Tract 1505.01; Cook County; Illinois","1475","260",
"1400000US17031150502","Census Tract 1505.02; Cook County; Illinois","1385","153",
"1400000US17031150600","Census Tract 1506; Cook County; Illinois","1486","444",
"1400000US17031150700","Census Tract 1507; Cook County; Illinois","1243","624",
"1400000US17031150800","Census Tract 1508; Cook County; Illinois","1377","175",
"1400000US17031151001","Census Tract 1510.01; Cook County; Illinois","1459","91",
"1400000US17031151002","Census Tract 1510.02; Cook County; Illinois","1246","139",
"1400000US17031151100","Census Tract 1511; Cook County; Illinois","1268","151",
"1400000US17031151200","Census Tract 1512; Cook County; Illinois","1363","498",
"1400000US17031160100","Census Tract 1601; Cook County; Illinois","1579","170",
"1400000US17031160200","Census Tract 1602; Cook County; Illinois","1582","222",
"1400000US17031160300","Census Tract 1603; Cook County; Illinois","1209","88",
"1400000US17031160400","Census Tract 1604; Cook County; Illinois","1256","163",
"1400000US17031160501","Census Tract 1605.01; Cook County; Illinois","1387","148",
"1400000US17031160502","Census Tract 1605.02; Cook County; Illinois","1411","86",
"1400000US17031160601","Census Tract 1606.01; Cook County; Illinois","1560","207",
"1400000US17031160602","Census Tract 1606.02; Cook County; Illinois","1422","135",
"1400000US17031160700","Census Tract 1607; Cook County; Illinois","1376","164",
"1400000US17031160800","Census Tract 1608; Cook County; Illinois","1570","251",
"1400000US17031160900","Census Tract 1609; Cook County; Illinois","1215","82",
"1400000US17031161000","Census Tract 1610; Cook County; Illinois","1709","60",
"1400000US17031161100","Census Tract 1611; Cook County; Illinois","1716","179",
"1400000US17031161200","Census Tract 1612; Cook County; Illinois","1377","239",
"1400000US17031161300","Census Tract 1613; Cook County; Illinois","1254","114",
"1400000US17031170100","Census Tract 1701; Cook County; Illinois","2250","541",
"1400000US17031170200","Census Tract 1702; Cook County; Illinois","1430","367",
"1400000US17031170300","Census Tract 1703; Cook County; Illinois","1411","141",
