GEOID,poverty_rate,poverty_rate_z,renter_rate,renter_rate_z,old_building_rate,old_building_rate_z,housing_structural_index
17031071800,3.32,-1.0025920433262618,42.55,-0.000932748697575446,15.63,-0.6278109254562171,-1.6313357174800545
17031080100,10.88,-0.3555121346670023,46.71,0.17481593905072118,16.58,-0.5887573540108183,-0.7694535496270994
17031080201,3.4,-0.9957446368854233,35.81,-0.2856794206743825,7.44,-0.9644938203381294,-2.245917877897935
17031080202,9.78,-0.4496639732285349,60.21,0.7451542286185102,22.69,-0.3375812260830423,-0.042090970693067
17031080300,8.47,-0.561790253697269,60.94,0.7759947435358794,10.98,-0.818967880425801,-0.6047633905871906
17031080400,28.01,1.11068876947759,59.11,0.6986822198389125,17.84,-0.5369599855674471,1.2724110037490552
17031081000,14.33,-0.06021773190583233,87.45,1.8959701551241823,19.42,-0.4720077299003626,1.3637446933179873
17031081100,16.52,0.12723001941212775,82.36,1.6809314963167714,20.02,-0.44734231635590027,1.360819199372999
17031081201,6.97,-0.6901791244629952,54.38,0.4988525820866429,7.53,-0.96079400830646,-1.1521205506828123
17031081202,5.8,-0.7903224436602614,32.28,-0.4348123215761822,48.19,0.7106988495566113,-0.5144359156798324
17031081300,7.61,-0.6353998729362853,48.46,0.24874868029099012,17.08,-0.5682028427237663,-0.9548540353690615
17031081401,11.03,-0.34267324759042983,61.53,0.8009206391540273,20.96,-0.40869983513624236,0.049547556427355144
17031081402,2.09,-1.1078709173541574,69.67,1.1448135041230498,4.1,-1.101797955735637,-1.0648553689667446
17031081403,8.59,-0.5515191440360109,79.6,1.5643290015606899,1.66,-1.202103970816451,-0.18929411329177181
17031081500,10.93,-0.3512325056414782,47.81,0.22128794783031888,0.0,-1.2703449482894638,-1.400289506100623
17031081600,3.84,-0.9580839014608102,73.56,1.3091554260799905,0.36,-1.2555457001627863,-0.9044741755436061
17031081700,7.58,-0.6379676503515999,76.7,1.4418118875053874,3.11,-1.1424958880840002,-0.33865165093021266
17031081800,7.96,-0.6054424697576158,54.3,0.49547279962994467,22.34,-0.3519693839839788,-0.46193905411165
17031081900,9.01,-0.5155702602216076,58.43,0.6699540689569795,4.06,-1.1034423166386012,-0.9490585079032292
17031090100,11.52,-0.3007328831402926,11.47,-1.3139782331247518,4.97,-1.0660331060961665,-2.680744222361211
17031090200,5.97,-0.7757717049734792,22.61,-0.8433435260295541,40.66,0.40114790957360763,-1.2179673214294258
17031090300,9.71,-0.45565545386426864,19.35,-0.9810696611399979,40.46,0.392926105058787,-1.0437990099454795
17031100100,9.37,-0.48475693123783337,13.55,-1.2261038892506035,24.63,-0.2578297222892805,-1.9686905427777175
17031100200,3.64,-0.975202417562907,31.26,-0.4779045478990818,38.85,0.3267405787144795,-1.1263663867475093
17031100300,8.27,-0.5789087697993658,32.91,-0.4081965347296856,26.92,-0.16369006059458208,-1.1507953651236336
17031100400,2.15,-1.1027353625235283,7.04,-1.501133686664404,14.46,-0.6759084818679189,-3.279777531055851
17031100500,1.13,-1.190039794644222,6.86,-1.5087381971919747,9.38,-0.8847423165443674,-3.5835203083805642
